# Wavelength_[A] S/N_Aperture S_Aperture_[e] N_Aperture_[e] SKY_Aperture_[e] S/N_Aperture_Coadd S_Aperture_Coadd_[e] N_Aperture_Coadd_[e] SKY_Aperture_Coadd_[e]
5455.000 1.04 9.01 8.66 16.43 1.80 27.03 14.99 49.30
5455.500 1.04 9.01 8.66 16.44 1.80 27.03 15.00 49.32
5456.000 1.04 9.01 8.66 16.45 1.80 27.03 15.00 49.35
5456.500 1.04 9.01 8.66 16.45 1.80 27.03 15.00 49.36
5457.000 1.04 9.01 8.66 16.46 1.80 27.04 15.00 49.37
5457.500 1.04 9.01 8.66 16.46 1.80 27.04 15.00 49.38
5458.000 1.04 9.01 8.66 16.46 1.80 27.04 15.00 49.39
5458.500 1.04 9.01 8.66 16.46 1.80 27.04 15.00 49.39
5459.000 1.04 9.01 8.66 16.47 1.80 27.04 15.00 49.40
5459.500 1.04 9.02 8.66 16.47 1.80 27.05 15.00 49.40
5460.000 1.04 9.01 8.66 16.47 1.80 27.04 15.00 49.41
5460.500 1.04 9.01 8.66 16.47 1.80 27.04 15.00 49.41
5461.000 1.04 9.01 8.66 16.47 1.80 27.04 15.00 49.42
5461.500 1.04 9.01 8.66 16.47 1.80 27.03 15.00 49.42
5462.000 1.04 9.01 8.66 16.47 1.80 27.02 15.00 49.42
5462.500 1.04 9.00 8.66 16.47 1.80 27.01 15.00 49.42
5463.000 1.04 9.00 8.66 16.47 1.80 26.99 15.00 49.41
5463.500 1.04 8.99 8.66 16.47 1.80 26.98 15.00 49.40
5464.000 1.04 8.99 8.66 16.47 1.80 26.97 15.00 49.40
5464.500 1.04 8.99 8.66 16.47 1.80 26.97 15.00 49.41
5465.000 1.04 8.99 8.66 16.48 1.80 26.97 15.00 49.43
5465.500 1.04 8.99 8.66 16.48 1.80 26.97 15.00 49.45
5466.000 1.04 8.99 8.66 16.49 1.80 26.96 15.00 49.46
5466.500 1.04 8.98 8.66 16.49 1.80 26.95 15.00 49.46
5467.000 1.04 8.98 8.66 16.49 1.80 26.94 15.00 49.46
5467.500 1.04 8.97 8.66 16.48 1.80 26.92 15.00 49.45
5468.000 1.04 8.97 8.66 16.48 1.79 26.91 14.99 49.44
5468.500 1.04 8.96 8.66 16.48 1.79 26.89 14.99 49.43
5469.000 1.04 8.96 8.66 16.48 1.79 26.88 14.99 49.43
5469.500 1.03 8.96 8.66 16.47 1.79 26.87 14.99 49.42
5470.000 1.03 8.95 8.66 16.47 1.79 26.86 14.99 49.42
5470.500 1.03 8.95 8.66 16.47 1.79 26.85 14.99 49.42
5471.000 1.03 8.95 8.66 16.47 1.79 26.84 14.99 49.41
5471.500 1.03 8.94 8.66 16.47 1.79 26.83 14.99 49.40
5472.000 1.03 8.94 8.65 16.47 1.79 26.83 14.99 49.40
5472.500 1.03 8.94 8.65 16.46 1.79 26.82 14.99 49.39
5473.000 1.03 8.94 8.65 16.46 1.79 26.81 14.99 49.38
5473.500 1.03 8.93 8.65 16.46 1.79 26.80 14.99 49.38
5474.000 1.03 8.93 8.65 16.46 1.79 26.79 14.99 49.37
5474.500 1.03 8.93 8.65 16.45 1.79 26.78 14.99 49.36
5475.000 1.03 8.93 8.65 16.45 1.79 26.78 14.99 49.36
5475.500 1.03 8.93 8.65 16.45 1.79 26.78 14.99 49.36
5476.000 1.03 8.93 8.65 16.45 1.79 26.78 14.99 49.36
5476.500 1.03 8.93 8.65 16.45 1.79 26.79 14.99 49.36
5477.000 1.03 8.93 8.65 16.46 1.79 26.79 14.99 49.38
5477.500 1.03 8.93 8.65 16.47 1.79 26.80 14.99 49.40
5478.000 1.03 8.93 8.65 16.48 1.79 26.80 14.99 49.43
5478.500 1.03 8.93 8.66 16.48 1.79 26.80 14.99 49.45
5479.000 1.03 8.93 8.66 16.49 1.79 26.80 14.99 49.47
5479.500 1.03 8.93 8.66 16.50 1.79 26.80 14.99 49.49
5480.000 1.03 8.94 8.66 16.51 1.79 26.81 14.99 49.52
5480.500 1.03 8.94 8.66 16.52 1.79 26.82 15.00 49.55
5481.000 1.03 8.94 8.66 16.53 1.79 26.83 15.00 49.59
5481.500 1.03 8.95 8.66 16.54 1.79 26.84 15.00 49.63
5482.000 1.03 8.95 8.66 16.55 1.79 26.85 15.00 49.66
5482.500 1.03 8.95 8.66 16.56 1.79 26.85 15.00 49.69
5483.000 1.03 8.95 8.66 16.57 1.79 26.86 15.00 49.71
5483.500 1.03 8.96 8.66 16.58 1.79 26.87 15.00 49.74
5484.000 1.03 8.96 8.66 16.59 1.79 26.87 15.01 49.78
5484.500 1.03 8.96 8.66 16.60 1.79 26.88 15.01 49.81
5485.000 1.03 8.96 8.66 16.61 1.79 26.88 15.01 49.84
5485.500 1.03 8.96 8.66 16.62 1.79 26.87 15.01 49.87
5486.000 1.03 8.95 8.67 16.63 1.79 26.86 15.01 49.90
5486.500 1.03 8.95 8.67 16.64 1.79 26.85 15.01 49.93
5487.000 1.03 8.95 8.67 16.65 1.79 26.84 15.01 49.96
5487.500 1.03 8.94 8.67 16.66 1.79 26.82 15.01 49.98
5488.000 1.03 8.93 8.67 16.67 1.79 26.80 15.01 50.01
5488.500 1.03 8.93 8.67 16.68 1.78 26.79 15.01 50.04
5489.000 1.03 8.93 8.67 16.69 1.78 26.78 15.01 50.07
5489.500 1.03 8.92 8.67 16.70 1.78 26.77 15.01 50.11
5490.000 1.03 8.92 8.67 16.71 1.78 26.76 15.01 50.14
5490.500 1.03 8.92 8.67 16.72 1.78 26.75 15.01 50.17
5491.000 1.03 8.91 8.67 16.73 1.78 26.74 15.01 50.20
5491.500 1.03 8.91 8.67 16.75 1.78 26.74 15.02 50.24
5492.000 1.03 8.91 8.67 16.76 1.78 26.73 15.02 50.27
5492.500 1.03 8.91 8.67 16.77 1.78 26.73 15.02 50.31
5493.000 1.03 8.91 8.67 16.78 1.78 26.72 15.02 50.35
5493.500 1.03 8.91 8.67 16.79 1.78 26.72 15.02 50.38
5494.000 1.03 8.90 8.67 16.81 1.78 26.71 15.02 50.42
5494.500 1.03 8.90 8.67 16.82 1.78 26.71 15.02 50.45
5495.000 1.03 8.90 8.67 16.83 1.78 26.70 15.02 50.49
5495.500 1.03 8.90 8.67 16.84 1.78 26.70 15.02 50.52
5496.000 1.03 8.90 8.67 16.85 1.78 26.70 15.02 50.54
5496.500 1.03 8.90 8.67 16.86 1.78 26.70 15.03 50.57
5497.000 1.03 8.90 8.68 16.86 1.78 26.70 15.03 50.59
5497.500 1.03 8.90 8.68 16.87 1.78 26.69 15.03 50.60
5498.000 1.03 8.90 8.68 16.87 1.78 26.69 15.03 50.61
5498.500 1.03 8.90 8.68 16.87 1.78 26.69 15.03 50.62
5499.000 1.03 8.90 8.68 16.87 1.78 26.69 15.03 50.62
5499.500 1.03 8.89 8.68 16.87 1.78 26.68 15.03 50.62
5500.000 1.02 8.89 8.68 16.88 1.78 26.68 15.03 50.63
5500.500 1.02 8.89 8.68 16.88 1.77 26.66 15.03 50.63
5501.000 1.02 8.88 8.68 16.88 1.77 26.65 15.03 50.64
5501.500 1.02 8.88 8.68 16.88 1.77 26.63 15.03 50.64
5502.000 1.02 8.87 8.67 16.88 1.77 26.61 15.03 50.65
5502.500 1.02 8.86 8.67 16.89 1.77 26.59 15.03 50.66
5503.000 1.02 8.86 8.67 16.89 1.77 26.58 15.02 50.66
5503.500 1.02 8.85 8.67 16.89 1.77 26.56 15.02 50.67
5504.000 1.02 8.85 8.67 16.89 1.77 26.54 15.02 50.68
5504.500 1.02 8.84 8.67 16.89 1.77 26.52 15.02 50.68
5505.000 1.02 8.84 8.67 16.90 1.76 26.51 15.02 50.69
5505.500 1.02 8.83 8.67 16.90 1.76 26.49 15.02 50.69
5506.000 1.02 8.82 8.67 16.90 1.76 26.47 15.02 50.70
5506.500 1.02 8.82 8.67 16.91 1.76 26.46 15.02 50.72
5507.000 1.02 8.81 8.67 16.91 1.76 26.44 15.02 50.73
5507.500 1.02 8.81 8.67 16.92 1.76 26.43 15.02 50.76
5508.000 1.01 8.80 8.67 16.93 1.76 26.41 15.02 50.78
5508.500 1.01 8.80 8.67 16.93 1.76 26.39 15.02 50.80
5509.000 1.01 8.79 8.67 16.94 1.76 26.38 15.02 50.83
5509.500 1.01 8.79 8.67 16.95 1.76 26.37 15.02 50.85
5510.000 1.01 8.79 8.67 16.96 1.75 26.37 15.02 50.88
5510.500 1.01 8.79 8.68 16.97 1.76 26.37 15.03 50.90
5511.000 1.01 8.80 8.68 16.98 1.76 26.39 15.03 50.93
5511.500 1.01 8.80 8.68 16.98 1.76 26.40 15.03 50.95
5512.000 1.01 8.81 8.68 16.99 1.76 26.42 15.03 50.98
5512.500 1.02 8.81 8.68 17.00 1.76 26.44 15.03 51.00
5513.000 1.02 8.82 8.68 17.01 1.76 26.45 15.03 51.03
5513.500 1.02 8.82 8.68 17.02 1.76 26.47 15.03 51.05
5514.000 1.02 8.83 8.68 17.03 1.76 26.49 15.04 51.08
5514.500 1.02 8.83 8.68 17.04 1.76 26.50 15.04 51.11
5515.000 1.02 8.84 8.68 17.04 1.76 26.52 15.04 51.13
5515.500 1.02 8.84 8.68 17.05 1.76 26.53 15.04 51.15
5516.000 1.02 8.84 8.68 17.06 1.76 26.53 15.04 51.18
5516.500 1.02 8.85 8.68 17.06 1.76 26.54 15.04 51.19
5517.000 1.02 8.85 8.68 17.07 1.76 26.54 15.04 51.21
5517.500 1.02 8.85 8.68 17.07 1.76 26.55 15.04 51.22
5518.000 1.02 8.85 8.68 17.08 1.76 26.55 15.04 51.23
5518.500 1.02 8.85 8.69 17.08 1.77 26.55 15.04 51.24
5519.000 1.02 8.85 8.69 17.08 1.77 26.56 15.04 51.25
5519.500 1.02 8.85 8.69 17.09 1.77 26.56 15.04 51.26
5520.000 1.02 8.85 8.69 17.09 1.77 26.55 15.04 51.27
5520.500 1.02 8.85 8.69 17.09 1.76 26.55 15.04 51.28
5521.000 1.02 8.84 8.69 17.10 1.76 26.53 15.04 51.29
5521.500 1.02 8.84 8.69 17.10 1.76 26.52 15.04 51.30
5522.000 1.02 8.84 8.69 17.10 1.76 26.51 15.04 51.30
5522.500 1.02 8.83 8.69 17.10 1.76 26.49 15.04 51.31
5523.000 1.02 8.83 8.69 17.11 1.76 26.48 15.04 51.32
5523.500 1.02 8.82 8.69 17.11 1.76 26.46 15.04 51.33
5524.000 1.02 8.82 8.69 17.11 1.76 26.45 15.04 51.34
5524.500 1.01 8.81 8.68 17.12 1.76 26.43 15.04 51.35
5525.000 1.01 8.81 8.68 17.12 1.76 26.42 15.04 51.36
5525.500 1.01 8.80 8.68 17.12 1.76 26.41 15.04 51.37
5526.000 1.01 8.80 8.68 17.13 1.75 26.40 15.04 51.39
5526.500 1.01 8.79 8.69 17.14 1.75 26.38 15.04 51.41
5527.000 1.01 8.79 8.69 17.14 1.75 26.37 15.04 51.43
5527.500 1.01 8.79 8.69 17.15 1.75 26.36 15.04 51.46
5528.000 1.01 8.78 8.69 17.17 1.75 26.35 15.04 51.50
5528.500 1.01 8.78 8.69 17.18 1.75 26.34 15.05 51.54
5529.000 1.01 8.78 8.69 17.19 1.75 26.33 15.05 51.58
5529.500 1.01 8.77 8.69 17.21 1.75 26.32 15.05 51.62
5530.000 1.01 8.77 8.69 17.22 1.75 26.32 15.05 51.65
5530.500 1.01 8.77 8.69 17.23 1.75 26.32 15.05 51.69
5531.000 1.01 8.77 8.69 17.24 1.75 26.32 15.05 51.73
5531.500 1.01 8.77 8.69 17.25 1.75 26.32 15.05 51.76
5532.000 1.01 8.78 8.69 17.27 1.75 26.33 15.05 51.80
5532.500 1.01 8.78 8.69 17.28 1.75 26.34 15.06 51.84
5533.000 1.01 8.78 8.69 17.29 1.75 26.34 15.06 51.88
5533.500 1.01 8.78 8.69 17.31 1.75 26.35 15.06 51.92
5534.000 1.01 8.78 8.69 17.32 1.75 26.35 15.06 51.95
5534.500 1.01 8.79 8.70 17.33 1.75 26.36 15.06 51.99
5535.000 1.01 8.79 8.70 17.34 1.75 26.36 15.06 52.03
5535.500 1.01 8.79 8.70 17.36 1.75 26.36 15.06 52.07
5536.000 1.01 8.78 8.70 17.37 1.75 26.35 15.06 52.10
5536.500 1.01 8.78 8.70 17.38 1.75 26.34 15.07 52.14
5537.000 1.01 8.78 8.70 17.39 1.75 26.34 15.07 52.17
5537.500 1.01 8.78 8.70 17.40 1.75 26.33 15.07 52.20
5538.000 1.01 8.77 8.70 17.41 1.75 26.32 15.07 52.23
5538.500 1.01 8.77 8.70 17.42 1.75 26.32 15.07 52.26
5539.000 1.01 8.77 8.70 17.43 1.75 26.31 15.07 52.29
5539.500 1.01 8.77 8.70 17.44 1.75 26.30 15.07 52.31
5540.000 1.01 8.77 8.70 17.45 1.74 26.30 15.07 52.34
5540.500 1.01 8.76 8.70 17.46 1.74 26.29 15.07 52.37
5541.000 1.01 8.76 8.70 17.47 1.74 26.29 15.07 52.40
5541.500 1.01 8.76 8.70 17.47 1.74 26.29 15.07 52.42
5542.000 1.01 8.76 8.70 17.48 1.74 26.29 15.07 52.45
5542.500 1.01 8.76 8.70 17.49 1.74 26.29 15.08 52.48
5543.000 1.01 8.76 8.70 17.50 1.74 26.28 15.08 52.51
5543.500 1.01 8.76 8.70 17.52 1.74 26.28 15.08 52.55
5544.000 1.01 8.76 8.71 17.54 1.74 26.28 15.08 52.61
5544.500 1.01 8.76 8.71 17.60 1.74 26.29 15.09 52.81
5545.000 1.00 8.76 8.72 17.80 1.74 26.29 15.11 53.39
5545.500 1.00 8.77 8.74 18.11 1.74 26.31 15.14 54.33
5546.000 1.00 8.78 8.76 18.44 1.74 26.33 15.17 55.31
5546.500 1.00 8.78 8.77 18.63 1.73 26.35 15.19 55.90
5547.000 1.00 8.79 8.76 18.43 1.74 26.37 15.17 55.28
5547.500 1.01 8.80 8.74 18.10 1.74 26.40 15.14 54.30
5548.000 1.01 8.81 8.73 17.87 1.75 26.42 15.12 53.60
5548.500 1.01 8.81 8.73 17.90 1.75 26.44 15.12 53.70
5549.000 1.01 8.82 8.76 18.37 1.74 26.47 15.17 55.10
5549.500 1.00 8.83 8.86 20.14 1.73 26.49 15.34 60.43
5550.000 0.98 8.83 9.02 22.97 1.70 26.50 15.62 68.91
5550.500 0.97 8.84 9.15 25.47 1.67 26.52 15.86 76.40
5551.000 0.96 8.84 9.21 26.42 1.66 26.53 15.95 79.26
5551.500 0.97 8.85 9.11 24.61 1.68 26.54 15.78 73.82
5552.000 0.99 8.85 8.93 21.48 1.72 26.55 15.48 64.45
5552.500 1.00 8.85 8.81 19.33 1.74 26.55 15.27 57.98
5553.000 1.01 8.85 8.75 18.14 1.75 26.56 15.15 54.43
5553.500 1.02 8.86 8.72 17.74 1.76 26.57 15.11 53.22
5554.000 1.02 8.86 8.72 17.67 1.76 26.58 15.10 53.02
5554.500 1.02 8.86 8.72 17.67 1.76 26.58 15.10 53.01
5555.000 1.02 8.86 8.72 17.67 1.76 26.58 15.10 53.02
5555.500 1.02 8.86 8.72 17.68 1.76 26.58 15.10 53.03
5556.000 1.02 8.86 8.72 17.68 1.76 26.58 15.10 53.04
5556.500 1.02 8.86 8.72 17.68 1.76 26.58 15.10 53.05
5557.000 1.02 8.86 8.72 17.68 1.76 26.57 15.10 53.04
5557.500 1.02 8.85 8.72 17.68 1.76 26.56 15.10 53.03
5558.000 1.02 8.85 8.72 17.67 1.76 26.56 15.10 53.02
5558.500 1.02 8.85 8.72 17.67 1.76 26.55 15.10 53.00
5559.000 1.01 8.85 8.72 17.66 1.76 26.55 15.10 52.99
5559.500 1.01 8.85 8.72 17.66 1.76 26.54 15.10 52.97
5560.000 1.01 8.84 8.72 17.65 1.76 26.53 15.10 52.95
5560.500 1.01 8.84 8.72 17.64 1.76 26.51 15.10 52.93
5561.000 1.01 8.83 8.72 17.64 1.76 26.50 15.10 52.91
5561.500 1.01 8.83 8.72 17.63 1.75 26.48 15.10 52.89
5562.000 1.01 8.82 8.71 17.62 1.75 26.46 15.09 52.87
5562.500 1.01 8.81 8.71 17.62 1.75 26.44 15.09 52.86
5563.000 1.01 8.81 8.71 17.61 1.75 26.42 15.09 52.84
5563.500 1.01 8.80 8.71 17.61 1.75 26.40 15.09 52.82
5564.000 1.01 8.80 8.71 17.60 1.75 26.39 15.09 52.80
5564.500 1.01 8.79 8.71 17.60 1.75 26.37 15.09 52.79
5565.000 1.01 8.78 8.71 17.59 1.75 26.35 15.09 52.77
5565.500 1.01 8.78 8.71 17.59 1.75 26.34 15.09 52.76
5566.000 1.01 8.78 8.71 17.58 1.75 26.33 15.09 52.75
5566.500 1.01 8.77 8.71 17.58 1.74 26.32 15.09 52.75
5567.000 1.01 8.77 8.71 17.59 1.74 26.30 15.09 52.76
5567.500 1.01 8.76 8.71 17.59 1.74 26.29 15.09 52.78
5568.000 1.01 8.76 8.71 17.61 1.74 26.28 15.09 52.82
5568.500 1.01 8.76 8.71 17.63 1.74 26.27 15.09 52.90
5569.000 1.00 8.75 8.72 17.75 1.74 26.26 15.10 53.26
5569.500 1.00 8.75 8.74 18.08 1.73 26.25 15.13 54.24
5570.000 1.00 8.75 8.77 18.63 1.73 26.24 15.19 55.90
5570.500 0.99 8.75 8.81 19.31 1.72 26.24 15.25 57.93
5571.000 0.99 8.75 8.83 19.73 1.72 26.24 15.30 59.20
5571.500 0.99 8.75 8.81 19.40 1.72 26.24 15.26 58.19
5572.000 1.00 8.75 8.78 18.79 1.73 26.24 15.20 56.37
5572.500 1.00 8.75 8.74 18.21 1.73 26.24 15.14 54.62
5573.000 1.00 8.75 8.72 17.85 1.74 26.24 15.11 53.55
5573.500 1.00 8.75 8.72 17.75 1.74 26.25 15.10 53.25
5574.000 1.00 8.75 8.72 17.73 1.74 26.25 15.10 53.19
5574.500 1.00 8.75 8.72 17.73 1.74 26.25 15.10 53.20
5575.000 1.00 8.75 8.72 17.74 1.74 26.25 15.10 53.23
5575.500 1.00 8.75 8.72 17.75 1.74 26.25 15.10 53.26
5576.000 1.00 8.75 8.72 17.76 1.74 26.25 15.10 53.28
5576.500 1.00 8.75 8.72 17.76 1.74 26.25 15.10 53.29
5577.000 1.00 8.75 8.72 17.77 1.74 26.25 15.10 53.30
5577.500 1.00 8.75 8.72 17.76 1.74 26.24 15.10 53.29
5578.000 1.00 8.75 8.72 17.76 1.74 26.24 15.10 53.29
5578.500 1.00 8.75 8.72 17.76 1.74 26.24 15.10 53.28
5579.000 1.00 8.75 8.72 17.76 1.74 26.24 15.10 53.27
5579.500 1.00 8.75 8.72 17.75 1.74 26.24 15.10 53.26
5580.000 1.00 8.74 8.72 17.75 1.74 26.23 15.10 53.25
5580.500 1.00 8.74 8.72 17.75 1.74 26.22 15.10 53.24
5581.000 1.00 8.73 8.72 17.74 1.74 26.20 15.10 53.23
5581.500 1.00 8.73 8.72 17.74 1.73 26.18 15.10 53.22
5582.000 1.00 8.72 8.72 17.74 1.73 26.16 15.10 53.21
5582.500 1.00 8.71 8.71 17.73 1.73 26.14 15.09 53.19
5583.000 1.00 8.71 8.71 17.73 1.73 26.13 15.09 53.18
5583.500 1.00 8.70 8.71 17.72 1.73 26.11 15.09 53.17
5584.000 1.00 8.70 8.71 17.72 1.73 26.09 15.09 53.16
5584.500 1.00 8.69 8.71 17.72 1.73 26.07 15.09 53.15
5585.000 1.00 8.68 8.71 17.72 1.73 26.05 15.09 53.15
5585.500 1.00 8.68 8.71 17.71 1.73 26.04 15.09 53.14
5586.000 1.00 8.68 8.71 17.71 1.72 26.03 15.09 53.13
5586.500 1.00 8.67 8.71 17.71 1.72 26.02 15.09 53.14
5587.000 1.00 8.67 8.71 17.72 1.72 26.00 15.09 53.15
5587.500 0.99 8.66 8.71 17.72 1.72 25.99 15.09 53.17
5588.000 0.99 8.66 8.71 17.73 1.72 25.98 15.09 53.19
5588.500 0.99 8.66 8.71 17.74 1.72 25.97 15.09 53.22
5589.000 0.99 8.65 8.71 17.75 1.72 25.96 15.09 53.25
5589.500 0.99 8.65 8.71 17.76 1.72 25.95 15.09 53.28
5590.000 0.99 8.64 8.71 17.77 1.72 25.93 15.09 53.31
5590.500 0.99 8.64 8.71 17.78 1.72 25.92 15.09 53.33
5591.000 0.99 8.63 8.71 17.79 1.72 25.90 15.09 53.36
5591.500 0.99 8.63 8.71 17.80 1.71 25.88 15.09 53.39
5592.000 0.99 8.62 8.71 17.81 1.71 25.86 15.09 53.42
5592.500 0.99 8.61 8.71 17.82 1.71 25.84 15.09 53.45
5593.000 0.99 8.61 8.71 17.82 1.71 25.82 15.09 53.47
5593.500 0.99 8.60 8.71 17.83 1.71 25.80 15.09 53.50
5594.000 0.99 8.59 8.71 17.84 1.71 25.78 15.09 53.53
5594.500 0.99 8.59 8.71 17.85 1.71 25.76 15.09 53.56
5595.000 0.98 8.58 8.71 17.86 1.71 25.74 15.09 53.58
5595.500 0.98 8.58 8.71 17.87 1.70 25.74 15.09 53.61
5596.000 0.98 8.58 8.72 17.89 1.70 25.73 15.10 53.67
5596.500 0.98 8.58 8.72 17.99 1.70 25.73 15.11 53.96
5597.000 0.98 8.57 8.74 18.38 1.70 25.72 15.14 55.13
5597.500 0.97 8.57 8.80 19.42 1.69 25.72 15.25 58.26
5598.000 0.95 8.57 9.01 23.14 1.65 25.72 15.61 69.43
5598.500 0.92 8.57 9.33 29.00 1.59 25.72 16.16 87.00
5599.000 0.89 8.57 9.61 34.26 1.55 25.72 16.64 102.79
5599.500 0.88 8.57 9.72 36.41 1.53 25.72 16.84 109.22
5600.000 0.90 8.57 9.52 32.62 1.56 25.72 16.49 97.85
5600.500 0.93 8.57 9.18 26.15 1.62 25.72 15.90 78.45
5601.000 0.96 8.58 8.93 21.58 1.66 25.73 15.46 64.75
5601.500 0.98 8.58 8.78 19.06 1.69 25.73 15.21 57.18
5602.000 0.98 8.58 8.73 18.20 1.70 25.74 15.13 54.59
5602.500 0.98 8.58 8.73 18.06 1.70 25.74 15.11 54.17
5603.000 0.98 8.58 8.73 18.05 1.70 25.75 15.11 54.14
5603.500 0.98 8.59 8.73 18.05 1.70 25.76 15.11 54.16
5604.000 0.98 8.59 8.73 18.06 1.70 25.76 15.11 54.19
5604.500 0.98 8.59 8.73 18.08 1.70 25.77 15.12 54.23
5605.000 0.98 8.59 8.73 18.09 1.70 25.77 15.12 54.26
5605.500 0.98 8.59 8.73 18.10 1.70 25.77 15.12 54.30
5606.000 0.98 8.59 8.73 18.11 1.70 25.77 15.12 54.33
5606.500 0.98 8.59 8.73 18.12 1.70 25.77 15.12 54.35
5607.000 0.98 8.59 8.73 18.12 1.70 25.77 15.12 54.37
5607.500 0.98 8.59 8.73 18.13 1.70 25.77 15.12 54.39
5608.000 0.98 8.59 8.73 18.13 1.70 25.77 15.12 54.40
5608.500 0.98 8.59 8.73 18.14 1.70 25.77 15.12 54.41
5609.000 0.98 8.59 8.73 18.14 1.70 25.77 15.12 54.42
5609.500 0.98 8.59 8.73 18.14 1.70 25.76 15.12 54.43
5610.000 0.98 8.58 8.73 18.15 1.70 25.75 15.12 54.44
5610.500 0.98 8.58 8.73 18.15 1.70 25.74 15.12 54.44
5611.000 0.98 8.57 8.73 18.15 1.70 25.72 15.12 54.45
5611.500 0.98 8.57 8.73 18.15 1.70 25.70 15.12 54.46
5612.000 0.98 8.56 8.73 18.16 1.70 25.68 15.12 54.47
5612.500 0.98 8.55 8.73 18.16 1.70 25.66 15.12 54.48
5613.000 0.98 8.55 8.73 18.16 1.70 25.64 15.12 54.49
5613.500 0.98 8.54 8.73 18.17 1.69 25.62 15.12 54.50
5614.000 0.98 8.53 8.73 18.17 1.69 25.60 15.12 54.51
5614.500 0.98 8.53 8.73 18.17 1.69 25.59 15.12 54.52
5615.000 0.98 8.53 8.73 18.18 1.69 25.58 15.12 54.53
5615.500 0.98 8.52 8.73 18.18 1.69 25.57 15.12 54.54
5616.000 0.98 8.52 8.73 18.18 1.69 25.57 15.12 54.55
5616.500 0.98 8.52 8.73 18.19 1.69 25.57 15.12 54.57
5617.000 0.98 8.52 8.73 18.20 1.69 25.57 15.12 54.59
5617.500 0.98 8.52 8.73 18.20 1.69 25.57 15.12 54.61
5618.000 0.98 8.53 8.73 18.21 1.69 25.58 15.12 54.64
5618.500 0.98 8.53 8.73 18.22 1.69 25.58 15.12 54.67
5619.000 0.98 8.53 8.73 18.23 1.69 25.58 15.13 54.70
5619.500 0.98 8.53 8.73 18.24 1.69 25.59 15.13 54.73
5620.000 0.98 8.53 8.73 18.25 1.69 25.59 15.13 54.76
5620.500 0.98 8.53 8.73 18.26 1.69 25.60 15.13 54.79
5621.000 0.98 8.54 8.74 18.28 1.69 25.61 15.13 54.83
5621.500 0.98 8.54 8.74 18.29 1.69 25.62 15.13 54.86
5622.000 0.98 8.54 8.74 18.30 1.69 25.63 15.13 54.89
5622.500 0.98 8.55 8.74 18.31 1.69 25.64 15.13 54.92
5623.000 0.98 8.55 8.74 18.32 1.69 25.65 15.14 54.95
5623.500 0.98 8.55 8.74 18.33 1.69 25.66 15.14 54.98
5624.000 0.98 8.56 8.74 18.34 1.70 25.67 15.14 55.01
5624.500 0.98 8.56 8.74 18.35 1.70 25.68 15.14 55.04
5625.000 0.98 8.56 8.74 18.36 1.70 25.68 15.14 55.07
5625.500 0.98 8.56 8.74 18.37 1.70 25.69 15.14 55.10
5626.000 0.98 8.56 8.74 18.38 1.70 25.69 15.14 55.13
5626.500 0.98 8.56 8.74 18.39 1.70 25.69 15.14 55.16
5627.000 0.98 8.56 8.74 18.40 1.70 25.69 15.15 55.19
5627.500 0.98 8.56 8.74 18.40 1.70 25.69 15.15 55.21
5628.000 0.98 8.57 8.75 18.41 1.70 25.70 15.15 55.24
5628.500 0.98 8.57 8.75 18.42 1.70 25.70 15.15 55.26
5629.000 0.98 8.57 8.75 18.43 1.70 25.70 15.15 55.29
5629.500 0.98 8.57 8.75 18.44 1.70 25.70 15.15 55.31
5630.000 0.98 8.57 8.75 18.44 1.70 25.70 15.15 55.33
5630.500 0.98 8.57 8.75 18.45 1.70 25.71 15.15 55.35
5631.000 0.98 8.57 8.75 18.46 1.70 25.71 15.15 55.38
5631.500 0.98 8.57 8.75 18.47 1.70 25.72 15.15 55.40
5632.000 0.98 8.57 8.75 18.47 1.70 25.72 15.15 55.42
5632.500 0.98 8.58 8.75 18.48 1.70 25.73 15.16 55.45
5633.000 0.98 8.58 8.75 18.49 1.70 25.73 15.16 55.47
5633.500 0.98 8.58 8.75 18.50 1.70 25.74 15.16 55.50
5634.000 0.98 8.58 8.75 18.51 1.70 25.74 15.16 55.52
5634.500 0.98 8.58 8.75 18.51 1.70 25.75 15.16 55.54
5635.000 0.98 8.58 8.75 18.52 1.70 25.75 15.16 55.57
5635.500 0.98 8.58 8.75 18.53 1.70 25.75 15.16 55.59
5636.000 0.98 8.58 8.75 18.54 1.70 25.75 15.16 55.61
5636.500 0.98 8.58 8.75 18.54 1.70 25.75 15.16 55.63
5637.000 0.98 8.58 8.75 18.55 1.70 25.75 15.16 55.65
5637.500 0.98 8.58 8.75 18.56 1.70 25.75 15.16 55.67
5638.000 0.98 8.58 8.75 18.56 1.70 25.75 15.16 55.69
5638.500 0.98 8.58 8.76 18.57 1.70 25.75 15.16 55.70
5639.000 0.98 8.58 8.76 18.57 1.70 25.75 15.16 55.71
5639.500 0.98 8.58 8.76 18.58 1.70 25.75 15.17 55.73
5640.000 0.98 8.58 8.76 18.58 1.70 25.75 15.17 55.74
5640.500 0.98 8.58 8.76 18.59 1.70 25.74 15.17 55.76
5641.000 0.98 8.58 8.76 18.59 1.70 25.74 15.17 55.77
5641.500 0.98 8.58 8.76 18.59 1.70 25.73 15.17 55.78
5642.000 0.98 8.57 8.76 18.60 1.70 25.72 15.17 55.80
