# Wavelength_[A] S/N_Aperture S_Aperture_[e] N_Aperture_[e] SKY_Aperture_[e] S/N_Aperture_Coadd S_Aperture_Coadd_[e] N_Aperture_Coadd_[e] SKY_Aperture_Coadd_[e]
9155.000 0.17 2.08 12.56 29.28 0.29 6.24 21.76 87.83
9155.500 0.16 2.02 12.41 25.48 0.28 6.07 21.49 76.45
9156.000 0.17 2.11 12.41 25.44 0.29 6.34 21.50 76.31
9156.500 0.18 2.28 12.49 27.16 0.32 6.85 21.63 81.49
9157.000 0.19 2.38 12.54 28.26 0.33 7.13 21.71 84.79
9157.500 0.17 2.15 12.49 27.37 0.30 6.44 21.63 82.10
9158.000 0.15 1.95 12.74 33.74 0.27 5.86 22.06 101.21
9158.500 0.14 1.95 13.64 57.47 0.25 5.86 23.62 172.42
9159.000 0.14 2.16 14.98 95.76 0.25 6.49 25.95 287.29
9159.500 0.15 2.44 16.05 128.80 0.26 7.33 27.81 386.39
9160.000 0.17 2.55 15.17 101.06 0.29 7.65 26.27 303.17
9160.500 0.19 2.59 13.94 65.37 0.32 7.78 24.15 196.10
9161.000 0.20 2.60 12.99 39.55 0.35 7.80 22.49 118.65
9161.500 0.20 2.58 12.69 31.91 0.35 7.74 21.98 95.73
9162.000 0.20 2.52 12.86 36.39 0.34 7.56 22.28 109.16
9162.500 0.18 2.46 13.60 56.01 0.31 7.37 23.56 168.03
9163.000 0.17 2.45 14.27 74.81 0.30 7.36 24.72 224.44
9163.500 0.17 2.50 14.41 78.68 0.30 7.49 24.96 236.03
9164.000 0.19 2.57 13.79 61.15 0.32 7.71 23.89 183.46
9164.500 0.20 2.60 13.00 39.81 0.35 7.81 22.51 119.42
9165.000 0.21 2.61 12.69 31.84 0.36 7.82 21.97 95.51
9165.500 0.21 2.61 12.58 29.11 0.36 7.82 21.79 87.33
9166.000 0.21 2.61 12.56 28.69 0.36 7.82 21.76 86.08
9166.500 0.21 2.61 12.56 28.67 0.36 7.83 21.76 86.02
9167.000 0.21 2.62 12.57 28.78 0.36 7.87 21.76 86.34
9167.500 0.21 2.64 12.57 28.92 0.36 7.93 21.78 86.77
9168.000 0.21 2.66 12.58 29.01 0.37 7.97 21.78 87.03
9168.500 0.21 2.66 12.58 29.03 0.37 7.98 21.78 87.08
9169.000 0.21 2.66 12.57 28.97 0.37 7.97 21.78 86.90
9169.500 0.21 2.64 12.57 28.84 0.36 7.93 21.77 86.53
9170.000 0.21 2.63 12.57 28.76 0.36 7.90 21.76 86.28
9170.500 0.21 2.63 12.56 28.74 0.36 7.88 21.76 86.23
9171.000 0.21 2.63 12.57 28.78 0.36 7.88 21.76 86.33
9171.500 0.21 2.63 12.57 28.83 0.36 7.88 21.77 86.48
9172.000 0.21 2.62 12.57 28.87 0.36 7.87 21.77 86.62
9172.500 0.21 2.62 12.57 28.90 0.36 7.86 21.77 86.70
9173.000 0.21 2.61 12.57 28.87 0.36 7.84 21.77 86.62
9173.500 0.21 2.60 12.57 28.80 0.36 7.79 21.76 86.39
9174.000 0.21 2.58 12.56 28.70 0.36 7.74 21.76 86.09
9174.500 0.20 2.56 12.56 28.59 0.35 7.68 21.75 85.76
9175.000 0.20 2.52 12.54 28.27 0.35 7.55 21.72 84.80
9175.500 0.19 2.41 12.51 27.57 0.33 7.22 21.67 82.71
9176.000 0.18 2.25 12.47 26.64 0.31 6.74 21.59 79.91
9176.500 0.17 2.09 12.44 26.15 0.29 6.26 21.55 78.44
9177.000 0.16 2.05 12.47 27.03 0.28 6.14 21.60 81.09
9177.500 0.16 2.05 12.53 28.40 0.28 6.16 21.70 85.21
9178.000 0.17 2.13 12.60 30.21 0.29 6.40 21.83 90.62
9178.500 0.18 2.29 12.68 31.89 0.31 6.87 21.96 95.67
9179.000 0.19 2.44 12.65 31.17 0.33 7.32 21.92 93.51
9179.500 0.20 2.51 12.59 29.60 0.34 7.52 21.81 88.81
9180.000 0.20 2.53 12.56 28.70 0.35 7.60 21.75 86.10
9180.500 0.20 2.54 12.55 28.38 0.35 7.62 21.73 85.14
9181.000 0.20 2.54 12.55 28.35 0.35 7.62 21.73 85.04
9181.500 0.20 2.56 12.55 28.53 0.35 7.68 21.74 85.59
9182.000 0.21 2.58 12.56 28.72 0.36 7.74 21.76 86.17
9182.500 0.21 2.59 12.57 28.81 0.36 7.77 21.76 86.44
9183.000 0.21 2.59 12.57 28.82 0.36 7.77 21.77 86.46
9183.500 0.21 2.58 12.56 28.79 0.36 7.75 21.76 86.36
9184.000 0.21 2.58 12.56 28.76 0.36 7.74 21.76 86.29
9184.500 0.21 2.58 12.56 28.73 0.36 7.73 21.76 86.19
9185.000 0.20 2.56 12.56 28.64 0.35 7.69 21.75 85.93
9185.500 0.20 2.54 12.55 28.50 0.35 7.63 21.74 85.49
9186.000 0.20 2.52 12.54 28.31 0.35 7.55 21.72 84.93
9186.500 0.20 2.50 12.54 28.22 0.35 7.50 21.72 84.66
9187.000 0.20 2.49 12.54 28.22 0.34 7.48 21.72 84.66
9187.500 0.20 2.50 12.54 28.31 0.34 7.49 21.72 84.93
9188.000 0.20 2.51 12.55 28.45 0.35 7.52 21.73 85.36
9188.500 0.20 2.51 12.55 28.59 0.35 7.54 21.74 85.76
9189.000 0.20 2.51 12.55 28.58 0.35 7.52 21.74 85.75
9189.500 0.20 2.50 12.55 28.56 0.34 7.49 21.74 85.69
9190.000 0.20 2.49 12.55 28.58 0.34 7.47 21.74 85.73
9190.500 0.20 2.49 12.55 28.63 0.34 7.47 21.75 85.90
9191.000 0.20 2.49 12.56 28.71 0.34 7.48 21.75 86.14
9191.500 0.20 2.49 12.56 28.74 0.34 7.47 21.75 86.23
9192.000 0.20 2.48 12.56 28.72 0.34 7.45 21.75 86.17
9192.500 0.20 2.47 12.56 28.67 0.34 7.41 21.75 86.02
9193.000 0.20 2.46 12.55 28.59 0.34 7.37 21.74 85.78
9193.500 0.19 2.44 12.55 28.47 0.34 7.31 21.73 85.41
9194.000 0.19 2.42 12.54 28.34 0.33 7.26 21.72 85.01
9194.500 0.19 2.41 12.54 28.32 0.33 7.23 21.72 84.96
9195.000 0.19 2.41 12.54 28.39 0.33 7.24 21.72 85.18
9195.500 0.19 2.42 12.55 28.51 0.33 7.26 21.73 85.54
9196.000 0.19 2.42 12.55 28.57 0.33 7.26 21.74 85.72
9196.500 0.19 2.39 12.54 28.34 0.33 7.16 21.72 85.01
9197.000 0.18 2.29 12.50 27.51 0.32 6.87 21.65 82.53
9197.500 0.17 2.15 12.45 26.23 0.30 6.45 21.56 78.70
9198.000 0.16 2.01 12.39 24.92 0.28 6.04 21.45 74.75
9198.500 0.16 2.03 12.39 25.10 0.28 6.09 21.47 75.30
9199.000 0.17 2.15 12.45 26.40 0.30 6.46 21.57 79.19
9199.500 0.18 2.27 12.50 27.60 0.32 6.82 21.66 82.79
9200.000 0.19 2.35 12.54 28.33 0.32 7.05 21.71 84.99
9200.500 0.19 2.37 12.55 28.53 0.33 7.10 21.73 85.59
9201.000 0.19 2.36 12.54 28.50 0.33 7.08 21.73 85.49
9201.500 0.19 2.35 12.54 28.45 0.32 7.05 21.72 85.35
9202.000 0.19 2.34 12.54 28.44 0.32 7.03 21.72 85.32
9202.500 0.19 2.34 12.54 28.46 0.32 7.03 21.72 85.39
9203.000 0.19 2.34 12.54 28.49 0.32 7.02 21.73 85.47
9203.500 0.19 2.34 12.54 28.49 0.32 7.01 21.73 85.48
9204.000 0.19 2.33 12.54 28.50 0.32 7.00 21.73 85.51
9204.500 0.19 2.33 12.54 28.51 0.32 6.98 21.73 85.52
9205.000 0.19 2.32 12.54 28.50 0.32 6.96 21.73 85.51
9205.500 0.18 2.31 12.54 28.49 0.32 6.93 21.72 85.47
9206.000 0.18 2.30 12.54 28.46 0.32 6.90 21.72 85.38
9206.500 0.18 2.28 12.54 28.39 0.32 6.85 21.71 85.17
9207.000 0.18 2.26 12.53 28.24 0.31 6.77 21.70 84.71
9207.500 0.18 2.23 12.52 28.00 0.31 6.68 21.68 83.99
9208.000 0.18 2.19 12.51 27.76 0.30 6.58 21.66 83.28
9208.500 0.17 2.18 12.51 27.74 0.30 6.55 21.66 83.23
9209.000 0.17 2.18 12.51 27.77 0.30 6.53 21.66 83.31
9209.500 0.17 2.17 12.51 27.81 0.30 6.51 21.67 83.42
9210.000 0.17 2.16 12.51 27.82 0.30 6.49 21.67 83.45
9210.500 0.17 2.14 12.50 27.70 0.30 6.43 21.66 83.09
9211.000 0.17 2.13 12.50 27.73 0.29 6.38 21.66 83.20
9211.500 0.17 2.13 12.54 28.74 0.29 6.40 21.73 86.23
9212.000 0.17 2.15 12.66 31.53 0.29 6.44 21.92 94.60
9212.500 0.17 2.16 12.84 36.23 0.29 6.48 22.24 108.69
9213.000 0.17 2.16 12.99 40.01 0.29 6.47 22.49 120.02
9213.500 0.17 2.15 12.88 37.33 0.29 6.45 22.31 111.99
9214.000 0.17 2.14 12.72 33.07 0.29 6.42 22.03 99.22
9214.500 0.17 2.13 12.58 29.57 0.29 6.39 21.79 88.71
9215.000 0.17 2.12 12.53 28.31 0.29 6.35 21.70 84.93
9215.500 0.17 2.10 12.52 28.11 0.29 6.31 21.68 84.34
9216.000 0.17 2.09 12.52 28.07 0.29 6.28 21.68 84.20
9216.500 0.17 2.08 12.55 28.92 0.29 6.23 21.74 86.76
9217.000 0.16 2.06 12.79 35.12 0.28 6.18 22.16 105.37
9217.500 0.15 2.04 13.52 54.21 0.26 6.13 23.42 162.64
9218.000 0.13 2.04 15.80 121.26 0.22 6.11 27.37 363.77
9218.500 0.11 2.03 18.08 198.29 0.19 6.09 31.31 594.87
9219.000 0.11 2.00 18.83 226.00 0.18 6.01 32.61 677.99
9219.500 0.11 1.96 17.81 188.84 0.19 5.89 30.85 566.53
9220.000 0.13 1.93 15.25 104.00 0.22 5.78 26.41 312.01
9220.500 0.14 1.96 13.55 55.08 0.25 5.88 23.47 165.24
9221.000 0.16 2.00 12.77 34.63 0.27 5.99 22.12 103.88
9221.500 0.16 2.02 12.54 28.77 0.28 6.06 21.72 86.32
9222.000 0.16 2.02 12.51 28.09 0.28 6.06 21.68 84.27
9222.500 0.16 2.01 12.51 28.05 0.28 6.04 21.67 84.14
9223.000 0.16 2.00 12.51 28.01 0.28 6.01 21.67 84.03
9223.500 0.16 1.99 12.51 27.94 0.28 5.97 21.66 83.81
9224.000 0.16 1.98 12.50 27.86 0.27 5.93 21.66 83.57
9224.500 0.16 1.96 12.50 27.81 0.27 5.89 21.65 83.42
9225.000 0.16 1.96 12.50 27.87 0.27 5.89 21.66 83.61
9225.500 0.16 1.96 12.51 28.00 0.27 5.89 21.67 83.99
9226.000 0.16 1.95 12.51 28.09 0.27 5.84 21.67 84.28
9226.500 0.15 1.90 12.50 27.89 0.26 5.69 21.65 83.68
9227.000 0.15 1.82 12.47 27.24 0.25 5.45 21.60 81.71
9227.500 0.14 1.75 12.43 26.29 0.24 5.26 21.53 78.88
9228.000 0.14 1.80 12.44 26.50 0.25 5.39 21.55 79.51
9228.500 0.15 1.86 12.47 27.11 0.26 5.59 21.60 81.33
9229.000 0.15 1.92 12.49 27.67 0.27 5.75 21.64 83.01
9229.500 0.15 1.93 12.50 27.87 0.27 5.80 21.65 83.60
9230.000 0.15 1.93 12.50 27.86 0.27 5.79 21.65 83.57
9230.500 0.15 1.93 12.50 27.80 0.27 5.79 21.65 83.39
9231.000 0.15 1.93 12.50 27.72 0.27 5.78 21.64 83.15
9231.500 0.15 1.93 12.49 27.65 0.27 5.78 21.64 82.96
9232.000 0.15 1.93 12.49 27.63 0.27 5.79 21.64 82.88
9232.500 0.15 1.94 12.49 27.64 0.27 5.81 21.64 82.92
9233.000 0.16 1.94 12.49 27.64 0.27 5.82 21.64 82.91
9233.500 0.16 1.95 12.49 27.63 0.27 5.84 21.64 82.90
9234.000 0.16 1.95 12.49 27.63 0.27 5.85 21.64 82.88
9234.500 0.16 1.96 12.49 27.62 0.27 5.87 21.64 82.85
9235.000 0.16 1.96 12.49 27.60 0.27 5.88 21.64 82.80
9235.500 0.16 1.97 12.49 27.62 0.27 5.91 21.64 82.86
9236.000 0.16 1.98 12.49 27.63 0.27 5.93 21.64 82.90
9236.500 0.16 1.98 12.49 27.61 0.28 5.95 21.64 82.82
9237.000 0.16 1.98 12.49 27.49 0.27 5.95 21.63 82.48
9237.500 0.16 1.98 12.48 27.35 0.27 5.93 21.62 82.06
9238.000 0.16 1.98 12.48 27.32 0.28 5.95 21.62 81.95
9238.500 0.16 1.99 12.48 27.38 0.28 5.98 21.62 82.13
9239.000 0.16 2.01 12.49 27.49 0.28 6.04 21.63 82.46
9239.500 0.16 2.02 12.49 27.53 0.28 6.07 21.64 82.59
9240.000 0.16 2.02 12.48 27.36 0.28 6.05 21.62 82.08
9240.500 0.16 1.99 12.47 27.04 0.28 5.98 21.60 81.13
9241.000 0.16 1.98 12.46 26.76 0.27 5.93 21.58 80.27
9241.500 0.16 1.97 12.46 26.67 0.27 5.92 21.57 80.02
9242.000 0.16 2.01 12.47 26.99 0.28 6.03 21.60 80.96
9242.500 0.16 2.04 12.48 27.26 0.28 6.12 21.62 81.78
9243.000 0.17 2.06 12.49 27.40 0.29 6.18 21.63 82.21
9243.500 0.17 2.07 12.49 27.46 0.29 6.22 21.64 82.38
9244.000 0.17 2.08 12.49 27.48 0.29 6.25 21.64 82.45
9244.500 0.17 2.09 12.49 27.44 0.29 6.26 21.64 82.33
9245.000 0.17 2.08 12.48 27.29 0.29 6.24 21.62 81.87
9245.500 0.17 2.07 12.48 27.11 0.29 6.21 21.61 81.34
9246.000 0.17 2.06 12.47 26.97 0.29 6.19 21.60 80.90
9246.500 0.17 2.06 12.47 26.88 0.29 6.19 21.59 80.64
9247.000 0.17 2.06 12.46 26.80 0.29 6.19 21.59 80.40
9247.500 0.17 2.07 12.47 26.83 0.29 6.22 21.59 80.49
9248.000 0.17 2.09 12.47 26.86 0.29 6.26 21.59 80.57
9248.500 0.17 2.09 12.47 26.85 0.29 6.28 21.59 80.54
9249.000 0.17 2.10 12.47 26.81 0.29 6.29 21.59 80.42
9249.500 0.17 2.12 12.48 27.01 0.29 6.37 21.61 81.04
9250.000 0.17 2.15 12.48 27.22 0.30 6.45 21.62 81.67
9250.500 0.17 2.17 12.49 27.33 0.30 6.50 21.63 81.98
9251.000 0.17 2.17 12.49 27.29 0.30 6.51 21.63 81.87
9251.500 0.17 2.16 12.48 27.13 0.30 6.48 21.62 81.39
9252.000 0.17 2.15 12.48 26.97 0.30 6.46 21.61 80.92
9252.500 0.17 2.16 12.47 26.96 0.30 6.47 21.61 80.87
9253.000 0.17 2.17 12.48 26.99 0.30 6.50 21.61 80.98
9253.500 0.17 2.18 12.48 27.04 0.30 6.54 21.61 81.12
9254.000 0.18 2.19 12.48 27.09 0.30 6.57 21.62 81.26
9254.500 0.18 2.20 12.49 27.17 0.31 6.61 21.62 81.52
9255.000 0.18 2.22 12.49 27.23 0.31 6.65 21.63 81.68
9255.500 0.18 2.22 12.49 27.24 0.31 6.66 21.63 81.73
9256.000 0.18 2.22 12.49 27.22 0.31 6.67 21.63 81.67
9256.500 0.18 2.22 12.49 27.19 0.31 6.66 21.63 81.56
9257.000 0.18 2.22 12.48 27.12 0.31 6.65 21.62 81.37
9257.500 0.18 2.22 12.48 27.08 0.31 6.65 21.62 81.23
9258.000 0.18 2.22 12.48 27.07 0.31 6.66 21.62 81.21
9258.500 0.18 2.22 12.48 27.11 0.31 6.67 21.62 81.33
9259.000 0.18 2.23 12.48 27.12 0.31 6.69 21.62 81.36
9259.500 0.18 2.23 12.48 27.09 0.31 6.69 21.62 81.28
9260.000 0.18 2.23 12.48 27.06 0.31 6.69 21.62 81.17
9260.500 0.18 2.23 12.48 26.98 0.31 6.68 21.61 80.94
9261.000 0.18 2.22 12.47 26.82 0.31 6.65 21.60 80.45
9261.500 0.18 2.19 12.46 26.54 0.30 6.58 21.58 79.63
9262.000 0.17 2.15 12.44 26.11 0.30 6.46 21.55 78.34
9262.500 0.17 2.11 12.42 25.65 0.29 6.34 21.51 76.96
9263.000 0.17 2.09 12.41 25.39 0.29 6.28 21.49 76.17
9263.500 0.17 2.12 12.42 25.56 0.30 6.35 21.51 76.67
9264.000 0.17 2.16 12.43 25.88 0.30 6.47 21.53 77.63
9264.500 0.18 2.18 12.44 26.10 0.30 6.55 21.55 78.31
9265.000 0.18 2.22 12.45 26.37 0.31 6.66 21.57 79.10
9265.500 0.18 2.26 12.47 26.66 0.31 6.77 21.59 79.99
9266.000 0.18 2.29 12.48 26.91 0.32 6.88 21.61 80.72
9266.500 0.19 2.31 12.48 26.98 0.32 6.93 21.62 80.93
9267.000 0.19 2.32 12.48 26.99 0.32 6.96 21.62 80.97
9267.500 0.19 2.33 12.48 26.98 0.32 6.99 21.62 80.94
9268.000 0.19 2.34 12.48 26.96 0.32 7.01 21.62 80.88
9268.500 0.19 2.35 12.48 26.94 0.33 7.04 21.62 80.82
9269.000 0.19 2.35 12.48 26.93 0.33 7.06 21.62 80.80
9269.500 0.19 2.36 12.48 26.93 0.33 7.09 21.62 80.79
9270.000 0.19 2.37 12.48 26.92 0.33 7.11 21.62 80.76
9270.500 0.19 2.37 12.48 26.88 0.33 7.12 21.62 80.65
9271.000 0.19 2.37 12.48 26.80 0.33 7.11 21.61 80.40
9271.500 0.19 2.37 12.47 26.71 0.33 7.10 21.60 80.13
9272.000 0.19 2.37 12.47 26.69 0.33 7.11 21.60 80.08
9272.500 0.19 2.38 12.47 26.72 0.33 7.13 21.61 80.16
9273.000 0.19 2.39 12.48 26.75 0.33 7.16 21.61 80.24
9273.500 0.19 2.39 12.47 26.71 0.33 7.16 21.61 80.13
9274.000 0.19 2.37 12.47 26.52 0.33 7.11 21.59 79.57
9274.500 0.19 2.34 12.45 26.20 0.33 7.02 21.57 78.59
9275.000 0.19 2.31 12.44 25.89 0.32 6.93 21.54 77.67
9275.500 0.18 2.30 12.43 25.79 0.32 6.89 21.53 77.36
9276.000 0.19 2.33 12.45 26.08 0.32 6.99 21.56 78.24
9276.500 0.19 2.36 12.46 26.36 0.33 7.08 21.58 79.08
9277.000 0.19 2.38 12.47 26.54 0.33 7.13 21.59 79.62
9277.500 0.19 2.39 12.47 26.63 0.33 7.16 21.60 79.88
9278.000 0.19 2.39 12.47 26.65 0.33 7.16 21.60 79.96
9278.500 0.19 2.38 12.47 26.61 0.33 7.15 21.60 79.83
9279.000 0.19 2.37 12.47 26.51 0.33 7.11 21.59 79.53
9279.500 0.19 2.36 12.46 26.38 0.33 7.07 21.58 79.15
9280.000 0.19 2.34 12.45 26.23 0.33 7.02 21.57 78.70
9280.500 0.19 2.32 12.44 26.04 0.32 6.96 21.55 78.11
9281.000 0.18 2.29 12.43 25.75 0.32 6.86 21.53 77.26
9281.500 0.18 2.26 12.42 25.50 0.32 6.79 21.51 76.51
9282.000 0.18 2.25 12.41 25.37 0.31 6.74 21.50 76.11
9282.500 0.18 2.26 12.42 25.43 0.31 6.77 21.51 76.30
9283.000 0.18 2.30 12.43 25.79 0.32 6.89 21.54 77.38
9283.500 0.19 2.33 12.45 26.10 0.32 6.99 21.56 78.30
9284.000 0.19 2.34 12.45 26.21 0.33 7.03 21.57 78.63
9284.500 0.19 2.35 12.45 26.26 0.33 7.05 21.57 78.77
9285.000 0.19 2.35 12.46 26.31 0.33 7.06 21.58 78.93
9285.500 0.19 2.36 12.46 26.33 0.33 7.07 21.58 78.99
9286.000 0.19 2.30 12.44 25.89 0.32 6.90 21.54 77.68
9286.500 0.18 2.17 12.39 24.82 0.30 6.51 21.46 74.45
9287.000 0.16 2.03 12.34 23.68 0.29 6.09 21.37 71.03
9287.500 0.16 1.96 12.31 23.19 0.28 5.88 21.33 69.58
9288.000 0.17 2.06 12.37 24.49 0.29 6.19 21.43 73.46
9288.500 0.18 2.18 12.43 25.83 0.30 6.55 21.53 77.50
9289.000 0.18 2.24 12.45 26.26 0.31 6.73 21.56 78.79
9289.500 0.18 2.26 12.45 26.12 0.32 6.79 21.56 78.35
9290.000 0.18 2.27 12.43 25.83 0.32 6.81 21.54 77.48
9290.500 0.18 2.26 12.42 25.60 0.32 6.78 21.52 76.81
9291.000 0.18 2.24 12.42 25.43 0.31 6.73 21.51 76.29
9291.500 0.18 2.22 12.41 25.23 0.31 6.65 21.49 75.70
9292.000 0.18 2.19 12.40 25.01 0.31 6.56 21.47 75.03
9292.500 0.17 2.16 12.39 24.84 0.30 6.49 21.46 74.52
9293.000 0.18 2.19 12.40 25.15 0.31 6.58 21.48 75.45
9293.500 0.18 2.23 12.42 25.49 0.31 6.68 21.51 76.48
9294.000 0.18 2.25 12.43 25.72 0.31 6.74 21.53 77.17
9294.500 0.18 2.25 12.43 25.77 0.31 6.74 21.53 77.32
9295.000 0.18 2.22 12.42 25.61 0.31 6.67 21.52 76.82
9295.500 0.18 2.18 12.41 25.30 0.30 6.55 21.49 75.90
9296.000 0.17 2.15 12.40 25.08 0.30 6.46 21.48 75.24
9296.500 0.17 2.11 12.38 24.72 0.29 6.32 21.45 74.15
9297.000 0.17 2.05 12.36 24.30 0.29 6.16 21.41 72.90
9297.500 0.16 2.02 12.35 24.12 0.28 6.07 21.40 72.36
9298.000 0.17 2.09 12.39 24.82 0.29 6.28 21.45 74.47
9298.500 0.17 2.16 12.41 25.42 0.30 6.47 21.50 76.26
9299.000 0.18 2.18 12.42 25.61 0.30 6.53 21.51 76.82
9299.500 0.17 2.15 12.41 25.34 0.30 6.44 21.49 76.03
9300.000 0.17 2.09 12.39 24.83 0.29 6.27 21.45 74.49
9300.500 0.17 2.07 12.38 24.69 0.29 6.21 21.44 74.06
9301.000 0.17 2.09 12.39 24.89 0.29 6.26 21.46 74.66
9301.500 0.17 2.10 12.40 25.09 0.29 6.30 21.47 75.28
9302.000 0.17 2.07 12.39 24.93 0.29 6.22 21.46 74.80
9302.500 0.16 1.95 12.34 23.87 0.27 5.85 21.38 71.60
9303.000 0.15 1.81 12.28 22.58 0.26 5.44 21.28 67.73
9303.500 0.14 1.77 12.26 22.14 0.25 5.31 21.24 66.41
9304.000 0.15 1.79 12.27 22.35 0.25 5.36 21.26 67.04
9304.500 0.15 1.84 12.30 22.94 0.26 5.53 21.30 68.82
9305.000 0.16 1.92 12.34 23.77 0.27 5.76 21.37 71.31
9305.500 0.15 1.88 12.33 23.57 0.26 5.65 21.35 70.72
9306.000 0.15 1.81 12.30 22.93 0.25 5.43 21.30 68.80
9306.500 0.15 1.79 12.29 22.78 0.25 5.37 21.29 68.35
9307.000 0.15 1.89 12.34 23.77 0.27 5.68 21.37 71.31
9307.500 0.16 2.03 12.39 25.03 0.28 6.10 21.46 75.10
9308.000 0.17 2.08 12.41 25.48 0.29 6.25 21.50 76.44
9308.500 0.17 2.08 12.41 25.52 0.29 6.24 21.50 76.56
9309.000 0.16 2.03 12.40 25.20 0.28 6.08 21.47 75.59
9309.500 0.15 1.89 12.36 24.41 0.26 5.67 21.41 73.23
9310.000 0.13 1.54 12.26 22.28 0.22 4.63 21.24 66.85
9310.500 0.09 1.16 12.26 22.55 0.16 3.48 21.23 67.66
9311.000 0.07 0.82 12.55 30.10 0.11 2.46 21.73 90.29
9311.500 0.04 0.58 13.10 44.58 0.08 1.75 22.69 133.74
9312.000 0.03 0.47 13.78 62.93 0.06 1.42 23.87 188.78
9312.500 0.05 0.76 14.46 81.79 0.09 2.28 25.04 245.37
9313.000 0.09 1.27 14.92 94.79 0.15 3.81 25.84 284.36
9313.500 0.12 1.77 14.70 87.73 0.21 5.30 25.46 263.18
9314.000 0.14 1.97 13.87 63.92 0.25 5.92 24.02 191.77
9314.500 0.15 1.99 13.01 40.77 0.26 5.97 22.53 122.32
9315.000 0.15 1.99 13.23 46.42 0.26 5.97 22.91 139.25
9315.500 0.15 1.99 13.55 55.19 0.25 5.96 23.47 165.57
9316.000 0.14 1.94 13.54 54.90 0.25 5.81 23.45 164.70
9316.500 0.14 1.80 13.08 42.72 0.24 5.41 22.65 128.17
9317.000 0.12 1.53 12.47 27.39 0.21 4.60 21.59 82.18
9317.500 0.10 1.27 12.18 20.64 0.18 3.80 21.10 61.92
9318.000 0.09 1.10 12.06 17.87 0.16 3.29 20.89 53.60
9318.500 0.08 0.91 12.10 18.89 0.13 2.73 20.95 56.68
9319.000 0.06 0.71 12.37 25.91 0.10 2.14 21.43 77.74
9319.500 0.05 0.64 13.21 47.27 0.08 1.92 22.87 141.82
9320.000 0.06 0.90 14.00 68.72 0.11 2.70 24.26 206.15
9320.500 0.09 1.25 13.92 66.10 0.16 3.75 24.12 198.31
9321.000 0.11 1.52 13.29 48.48 0.20 4.55 23.01 145.45
9321.500 0.13 1.58 12.54 29.20 0.22 4.73 21.72 87.60
9322.000 0.13 1.65 12.33 23.85 0.23 4.96 21.35 71.55
9322.500 0.14 1.72 12.30 23.18 0.24 5.16 21.31 69.55
9323.000 0.14 1.75 12.31 23.18 0.25 5.25 21.31 69.55
9323.500 0.14 1.77 12.31 23.38 0.25 5.31 21.33 70.15
9324.000 0.15 1.81 12.33 23.82 0.25 5.43 21.36 71.47
9324.500 0.14 1.78 12.32 23.58 0.25 5.35 21.34 70.75
9325.000 0.13 1.66 12.27 22.34 0.23 4.97 21.25 67.02
9325.500 0.13 1.56 12.22 21.29 0.22 4.67 21.17 63.88
9326.000 0.12 1.52 12.20 20.88 0.22 4.56 21.14 62.64
9326.500 0.13 1.54 12.21 21.13 0.22 4.62 21.15 63.40
9327.000 0.12 1.42 12.16 20.06 0.20 4.27 21.07 60.18
9327.500 0.11 1.28 12.09 18.49 0.18 3.83 20.95 55.47
9328.000 0.10 1.27 12.09 18.35 0.18 3.80 20.94 55.06
9328.500 0.11 1.39 12.15 19.74 0.20 4.17 21.04 59.21
9329.000 0.13 1.53 12.23 21.54 0.22 4.60 21.18 64.63
9329.500 0.11 1.28 12.16 20.05 0.18 3.84 21.06 60.15
9330.000 0.09 1.05 12.07 18.07 0.15 3.14 20.90 54.21
9330.500 0.09 1.05 12.07 18.11 0.15 3.16 20.90 54.33
9331.000 0.11 1.32 12.18 20.51 0.19 3.96 21.09 61.53
9331.500 0.14 1.74 12.32 23.50 0.24 5.21 21.34 70.51
9332.000 0.15 1.88 12.36 24.42 0.26 5.65 21.41 73.25
9332.500 0.15 1.86 12.35 24.19 0.26 5.59 21.39 72.56
9333.000 0.14 1.68 12.29 22.75 0.24 5.03 21.28 68.25
9333.500 0.12 1.42 12.18 20.49 0.20 4.25 21.10 61.48
9334.000 0.10 1.23 12.10 18.62 0.18 3.68 20.95 55.85
9334.500 0.11 1.34 12.15 19.74 0.19 4.03 21.04 59.21
9335.000 0.12 1.43 12.18 20.40 0.20 4.30 21.10 61.21
9335.500 0.11 1.39 12.15 19.79 0.20 4.16 21.05 59.38
9336.000 0.10 1.19 12.06 17.85 0.17 3.57 20.90 53.54
9336.500 0.08 0.97 11.98 15.96 0.14 2.90 20.74 47.89
9337.000 0.07 0.86 11.94 15.31 0.12 2.58 20.69 45.92
9337.500 0.08 0.97 12.01 16.83 0.14 2.91 20.81 50.48
9338.000 0.10 1.24 12.13 19.45 0.18 3.71 21.01 58.35
9338.500 0.12 1.52 12.25 22.12 0.21 4.56 21.22 66.35
9339.000 0.12 1.50 12.39 25.56 0.21 4.49 21.46 76.69
9339.500 0.11 1.36 12.85 37.16 0.18 4.07 22.25 111.49
9340.000 0.09 1.22 13.28 48.71 0.16 3.66 23.01 146.14
9340.500 0.08 1.11 13.38 51.51 0.14 3.34 23.18 154.54
9341.000 0.08 1.06 12.91 39.05 0.14 3.17 22.36 117.14
9341.500 0.09 1.17 12.38 25.70 0.16 3.51 21.45 77.10
9342.000 0.11 1.35 12.22 21.51 0.19 4.05 21.17 64.52
