# Wavelength_[A] S/N_Aperture S_Aperture_[e] N_Aperture_[e] SKY_Aperture_[e] S/N_Aperture_Coadd S_Aperture_Coadd_[e] N_Aperture_Coadd_[e] SKY_Aperture_Coadd_[e]
5377.000 0.49 5.90 11.94 10.18 0.86 17.69 20.68 30.55
5377.500 0.49 5.90 11.94 10.19 0.86 17.69 20.68 30.56
5378.000 0.49 5.90 11.94 10.19 0.86 17.70 20.68 30.57
5378.500 0.49 5.90 11.94 10.19 0.86 17.71 20.68 30.58
5379.000 0.49 5.90 11.94 10.20 0.86 17.71 20.68 30.59
5379.500 0.49 5.91 11.94 10.20 0.86 17.72 20.68 30.60
5380.000 0.49 5.91 11.94 10.20 0.86 17.73 20.68 30.61
5380.500 0.49 5.91 11.94 10.21 0.86 17.73 20.68 30.62
5381.000 0.50 5.91 11.94 10.21 0.86 17.74 20.68 30.63
5381.500 0.50 5.91 11.94 10.21 0.86 17.74 20.69 30.64
5382.000 0.50 5.92 11.94 10.22 0.86 17.75 20.69 30.65
5382.500 0.50 5.92 11.94 10.22 0.86 17.75 20.69 30.66
5383.000 0.50 5.92 11.94 10.22 0.86 17.76 20.69 30.67
5383.500 0.50 5.92 11.94 10.23 0.86 17.76 20.69 30.68
5384.000 0.50 5.92 11.94 10.23 0.86 17.76 20.69 30.68
5384.500 0.50 5.92 11.94 10.23 0.86 17.77 20.69 30.69
5385.000 0.50 5.92 11.94 10.23 0.86 17.77 20.69 30.70
5385.500 0.50 5.92 11.94 10.24 0.86 17.77 20.69 30.71
5386.000 0.50 5.92 11.94 10.24 0.86 17.77 20.69 30.72
5386.500 0.50 5.92 11.94 10.24 0.86 17.77 20.69 30.72
5387.000 0.50 5.92 11.94 10.24 0.86 17.77 20.69 30.71
5387.500 0.50 5.92 11.94 10.23 0.86 17.77 20.69 30.69
5388.000 0.50 5.92 11.94 10.23 0.86 17.77 20.69 30.68
5388.500 0.50 5.92 11.94 10.22 0.86 17.77 20.69 30.66
5389.000 0.50 5.92 11.94 10.21 0.86 17.77 20.69 30.64
5389.500 0.50 5.92 11.94 10.21 0.86 17.77 20.69 30.62
5390.000 0.50 5.92 11.94 10.20 0.86 17.76 20.68 30.60
5390.500 0.50 5.92 11.94 10.19 0.86 17.75 20.68 30.58
5391.000 0.50 5.91 11.94 10.19 0.86 17.73 20.68 30.56
5391.500 0.49 5.91 11.94 10.18 0.86 17.72 20.68 30.55
5392.000 0.49 5.90 11.94 10.18 0.86 17.70 20.68 30.53
5392.500 0.49 5.89 11.94 10.17 0.85 17.68 20.68 30.51
5393.000 0.49 5.89 11.94 10.16 0.85 17.66 20.68 30.49
5393.500 0.49 5.88 11.94 10.16 0.85 17.64 20.68 30.47
5394.000 0.49 5.87 11.94 10.15 0.85 17.62 20.68 30.45
5394.500 0.49 5.87 11.94 10.14 0.85 17.61 20.68 30.43
5395.000 0.49 5.86 11.94 10.14 0.85 17.59 20.68 30.41
5395.500 0.49 5.86 11.94 10.13 0.85 17.57 20.68 30.39
5396.000 0.49 5.85 11.94 10.12 0.85 17.55 20.67 30.37
5396.500 0.49 5.84 11.94 10.12 0.85 17.53 20.67 30.35
5397.000 0.49 5.84 11.94 10.11 0.85 17.51 20.67 30.34
5397.500 0.49 5.83 11.93 10.11 0.85 17.49 20.67 30.32
5398.000 0.49 5.82 11.93 10.10 0.85 17.47 20.67 30.30
5398.500 0.49 5.82 11.93 10.10 0.84 17.45 20.67 30.29
5399.000 0.49 5.81 11.93 10.09 0.84 17.43 20.67 30.27
5399.500 0.49 5.80 11.93 10.08 0.84 17.41 20.67 30.25
5400.000 0.49 5.80 11.93 10.08 0.84 17.39 20.67 30.24
5400.500 0.49 5.79 11.93 10.07 0.84 17.38 20.67 30.22
5401.000 0.49 5.79 11.93 10.07 0.84 17.37 20.67 30.21
5401.500 0.49 5.79 11.93 10.07 0.84 17.36 20.67 30.20
5402.000 0.48 5.78 11.93 10.06 0.84 17.35 20.66 30.19
5402.500 0.48 5.78 11.93 10.06 0.84 17.34 20.66 30.17
5403.000 0.48 5.78 11.93 10.05 0.84 17.33 20.66 30.16
5403.500 0.48 5.77 11.93 10.05 0.84 17.32 20.66 30.14
5404.000 0.48 5.77 11.93 10.04 0.84 17.31 20.66 30.13
5404.500 0.48 5.77 11.93 10.04 0.84 17.30 20.66 30.12
5405.000 0.48 5.76 11.93 10.04 0.84 17.29 20.66 30.11
5405.500 0.48 5.76 11.93 10.03 0.84 17.29 20.66 30.09
5406.000 0.48 5.77 11.93 10.03 0.84 17.30 20.66 30.09
5406.500 0.48 5.77 11.93 10.03 0.84 17.30 20.66 30.09
5407.000 0.48 5.77 11.93 10.04 0.84 17.31 20.66 30.11
5407.500 0.48 5.77 11.93 10.05 0.84 17.31 20.66 30.14
5408.000 0.48 5.77 11.93 10.06 0.84 17.32 20.66 30.18
5408.500 0.48 5.77 11.93 10.07 0.84 17.32 20.66 30.22
5409.000 0.48 5.77 11.93 10.08 0.84 17.32 20.67 30.25
5409.500 0.48 5.77 11.93 10.10 0.84 17.32 20.67 30.29
5410.000 0.48 5.77 11.93 10.11 0.84 17.32 20.67 30.32
5410.500 0.48 5.78 11.93 10.12 0.84 17.33 20.67 30.36
5411.000 0.48 5.78 11.93 10.13 0.84 17.33 20.67 30.40
5411.500 0.48 5.78 11.93 10.15 0.84 17.35 20.67 30.45
5412.000 0.48 5.79 11.94 10.17 0.84 17.36 20.67 30.50
5412.500 0.49 5.79 11.94 10.18 0.84 17.37 20.67 30.54
5413.000 0.49 5.79 11.94 10.19 0.84 17.38 20.68 30.58
5413.500 0.49 5.80 11.94 10.21 0.84 17.39 20.68 30.63
5414.000 0.49 5.80 11.94 10.22 0.84 17.39 20.68 30.67
5414.500 0.49 5.80 11.94 10.24 0.84 17.40 20.68 30.71
5415.000 0.49 5.80 11.94 10.25 0.84 17.41 20.68 30.75
5415.500 0.49 5.80 11.94 10.26 0.84 17.41 20.68 30.78
5416.000 0.49 5.80 11.94 10.27 0.84 17.41 20.68 30.82
5416.500 0.49 5.80 11.94 10.28 0.84 17.41 20.68 30.84
5417.000 0.49 5.80 11.94 10.28 0.84 17.41 20.68 30.85
5417.500 0.49 5.80 11.94 10.28 0.84 17.41 20.68 30.84
5418.000 0.49 5.80 11.94 10.28 0.84 17.41 20.68 30.83
5418.500 0.49 5.80 11.94 10.27 0.84 17.41 20.68 30.82
5419.000 0.49 5.80 11.94 10.27 0.84 17.41 20.68 30.81
5419.500 0.49 5.80 11.94 10.26 0.84 17.40 20.68 30.79
5420.000 0.49 5.80 11.94 10.26 0.84 17.40 20.68 30.78
5420.500 0.49 5.80 11.94 10.26 0.84 17.39 20.68 30.77
5421.000 0.49 5.79 11.94 10.25 0.84 17.38 20.68 30.76
5421.500 0.49 5.79 11.94 10.25 0.84 17.37 20.68 30.75
5422.000 0.48 5.79 11.94 10.25 0.84 17.36 20.68 30.74
5422.500 0.48 5.78 11.94 10.24 0.84 17.35 20.68 30.73
5423.000 0.48 5.78 11.94 10.24 0.84 17.34 20.68 30.72
5423.500 0.48 5.78 11.94 10.24 0.84 17.33 20.68 30.71
5424.000 0.48 5.77 11.94 10.23 0.84 17.32 20.68 30.70
5424.500 0.48 5.77 11.94 10.23 0.84 17.31 20.68 30.69
5425.000 0.48 5.76 11.94 10.22 0.84 17.29 20.68 30.67
5425.500 0.48 5.76 11.94 10.22 0.84 17.28 20.67 30.66
5426.000 0.48 5.76 11.94 10.22 0.84 17.27 20.67 30.66
5426.500 0.48 5.76 11.94 10.22 0.84 17.27 20.67 30.66
5427.000 0.48 5.75 11.94 10.22 0.83 17.26 20.67 30.67
5427.500 0.48 5.75 11.94 10.23 0.83 17.25 20.67 30.69
5428.000 0.48 5.75 11.94 10.24 0.83 17.24 20.67 30.71
5428.500 0.48 5.74 11.94 10.24 0.83 17.23 20.68 30.73
5429.000 0.48 5.74 11.94 10.25 0.83 17.22 20.68 30.75
5429.500 0.48 5.74 11.94 10.26 0.83 17.21 20.68 30.78
5430.000 0.48 5.74 11.94 10.27 0.83 17.21 20.68 30.80
5430.500 0.48 5.74 11.94 10.28 0.83 17.21 20.68 30.83
5431.000 0.48 5.74 11.94 10.28 0.83 17.21 20.68 30.85
5431.500 0.48 5.74 11.94 10.29 0.83 17.21 20.68 30.88
5432.000 0.48 5.74 11.94 10.30 0.83 17.21 20.68 30.90
5432.500 0.48 5.74 11.94 10.31 0.83 17.21 20.68 30.93
5433.000 0.48 5.74 11.94 10.32 0.83 17.22 20.68 30.96
5433.500 0.48 5.74 11.94 10.33 0.83 17.22 20.68 30.99
5434.000 0.48 5.74 11.94 10.34 0.83 17.23 20.68 31.02
5434.500 0.48 5.74 11.94 10.35 0.83 17.23 20.68 31.05
5435.000 0.48 5.75 11.94 10.36 0.83 17.24 20.68 31.08
5435.500 0.48 5.75 11.94 10.37 0.83 17.24 20.68 31.10
5436.000 0.48 5.75 11.94 10.37 0.83 17.24 20.68 31.12
5436.500 0.48 5.75 11.94 10.38 0.83 17.24 20.69 31.15
5437.000 0.48 5.75 11.94 10.39 0.83 17.25 20.69 31.17
5437.500 0.48 5.75 11.94 10.39 0.83 17.25 20.69 31.18
5438.000 0.48 5.75 11.94 10.40 0.83 17.26 20.69 31.19
5438.500 0.48 5.75 11.94 10.40 0.83 17.26 20.69 31.21
5439.000 0.48 5.75 11.94 10.41 0.83 17.26 20.69 31.22
5439.500 0.48 5.76 11.94 10.41 0.83 17.27 20.69 31.23
5440.000 0.48 5.76 11.94 10.41 0.83 17.27 20.69 31.24
5440.500 0.48 5.76 11.94 10.42 0.83 17.27 20.69 31.25
5441.000 0.48 5.76 11.94 10.42 0.83 17.27 20.69 31.26
5441.500 0.48 5.76 11.94 10.42 0.83 17.28 20.69 31.27
5442.000 0.48 5.76 11.95 10.43 0.84 17.28 20.69 31.28
5442.500 0.48 5.76 11.95 10.43 0.84 17.28 20.69 31.29
5443.000 0.48 5.76 11.95 10.43 0.84 17.28 20.69 31.29
5443.500 0.48 5.76 11.95 10.43 0.83 17.28 20.69 31.29
5444.000 0.48 5.76 11.95 10.43 0.84 17.28 20.69 31.29
5444.500 0.48 5.76 11.95 10.44 0.84 17.28 20.69 31.31
5445.000 0.48 5.76 11.95 10.44 0.84 17.29 20.69 31.32
5445.500 0.48 5.76 11.95 10.44 0.84 17.29 20.69 31.33
5446.000 0.48 5.77 11.95 10.45 0.84 17.30 20.69 31.34
5446.500 0.48 5.77 11.95 10.45 0.84 17.30 20.69 31.36
5447.000 0.48 5.77 11.95 10.46 0.84 17.30 20.69 31.37
5447.500 0.48 5.77 11.95 10.46 0.84 17.30 20.69 31.38
5448.000 0.48 5.77 11.95 10.47 0.84 17.31 20.69 31.40
5448.500 0.48 5.77 11.95 10.47 0.84 17.31 20.69 31.41
5449.000 0.48 5.77 11.95 10.48 0.84 17.31 20.69 31.43
5449.500 0.48 5.77 11.95 10.48 0.84 17.31 20.69 31.44
5450.000 0.48 5.77 11.95 10.49 0.84 17.32 20.69 31.46
5450.500 0.48 5.77 11.95 10.49 0.84 17.32 20.70 31.48
5451.000 0.48 5.77 11.95 10.50 0.84 17.32 20.70 31.49
5451.500 0.48 5.77 11.95 10.50 0.84 17.32 20.70 31.51
5452.000 0.48 5.77 11.95 10.51 0.84 17.32 20.70 31.52
5452.500 0.48 5.77 11.95 10.51 0.84 17.32 20.70 31.53
5453.000 0.48 5.77 11.95 10.52 0.84 17.32 20.70 31.55
5453.500 0.48 5.78 11.95 10.52 0.84 17.33 20.70 31.57
5454.000 0.48 5.78 11.95 10.53 0.84 17.33 20.70 31.58
5454.500 0.48 5.78 11.95 10.53 0.84 17.33 20.70 31.60
5455.000 0.48 5.78 11.95 10.54 0.84 17.33 20.70 31.61
5455.500 0.48 5.78 11.95 10.54 0.84 17.33 20.70 31.63
5456.000 0.48 5.78 11.95 10.55 0.84 17.33 20.70 31.64
5456.500 0.48 5.78 11.95 10.55 0.84 17.33 20.70 31.65
5457.000 0.48 5.78 11.95 10.55 0.84 17.33 20.70 31.66
5457.500 0.48 5.78 11.95 10.55 0.84 17.33 20.70 31.66
5458.000 0.48 5.78 11.95 10.55 0.84 17.33 20.70 31.66
5458.500 0.48 5.78 11.95 10.56 0.84 17.34 20.70 31.67
5459.000 0.48 5.78 11.95 10.56 0.84 17.34 20.70 31.67
5459.500 0.48 5.78 11.95 10.56 0.84 17.34 20.70 31.67
5460.000 0.48 5.78 11.95 10.56 0.84 17.34 20.70 31.67
5460.500 0.48 5.78 11.95 10.56 0.84 17.33 20.70 31.67
5461.000 0.48 5.78 11.95 10.56 0.84 17.33 20.70 31.67
5461.500 0.48 5.78 11.95 10.56 0.84 17.33 20.70 31.68
5462.000 0.48 5.77 11.95 10.56 0.84 17.32 20.70 31.68
5462.500 0.48 5.77 11.95 10.56 0.84 17.31 20.70 31.67
5463.000 0.48 5.77 11.95 10.55 0.84 17.30 20.70 31.66
5463.500 0.48 5.76 11.95 10.55 0.84 17.29 20.70 31.65
5464.000 0.48 5.76 11.95 10.55 0.83 17.28 20.70 31.65
5464.500 0.48 5.76 11.95 10.55 0.83 17.28 20.70 31.66
5465.000 0.48 5.76 11.95 10.56 0.83 17.28 20.70 31.68
5465.500 0.48 5.76 11.95 10.56 0.83 17.28 20.70 31.69
5466.000 0.48 5.76 11.95 10.56 0.83 17.28 20.70 31.69
5466.500 0.48 5.76 11.95 10.56 0.83 17.27 20.70 31.69
5467.000 0.48 5.75 11.95 10.56 0.83 17.26 20.70 31.69
5467.500 0.48 5.75 11.95 10.56 0.83 17.25 20.70 31.68
5468.000 0.48 5.75 11.95 10.56 0.83 17.24 20.70 31.68
5468.500 0.48 5.74 11.95 10.56 0.83 17.23 20.70 31.67
5469.000 0.48 5.74 11.95 10.55 0.83 17.22 20.70 31.66
5469.500 0.48 5.74 11.95 10.55 0.83 17.21 20.70 31.66
5470.000 0.48 5.74 11.95 10.55 0.83 17.21 20.70 31.66
5470.500 0.48 5.73 11.95 10.55 0.83 17.20 20.70 31.65
5471.000 0.48 5.73 11.95 10.55 0.83 17.19 20.70 31.65
5471.500 0.48 5.73 11.95 10.55 0.83 17.19 20.70 31.64
5472.000 0.48 5.73 11.95 10.55 0.83 17.18 20.70 31.64
5472.500 0.48 5.73 11.95 10.54 0.83 17.18 20.70 31.63
5473.000 0.48 5.72 11.95 10.54 0.83 17.17 20.70 31.63
5473.500 0.48 5.72 11.95 10.54 0.83 17.16 20.70 31.62
5474.000 0.48 5.72 11.95 10.54 0.83 17.16 20.69 31.62
5474.500 0.48 5.72 11.95 10.54 0.83 17.15 20.69 31.61
5475.000 0.48 5.72 11.95 10.54 0.83 17.15 20.69 31.61
5475.500 0.48 5.72 11.95 10.53 0.83 17.15 20.69 31.60
5476.000 0.48 5.72 11.95 10.53 0.83 17.15 20.69 31.60
5476.500 0.48 5.72 11.95 10.54 0.83 17.15 20.69 31.61
5477.000 0.48 5.72 11.95 10.54 0.83 17.15 20.69 31.62
5477.500 0.48 5.72 11.95 10.54 0.83 17.16 20.70 31.63
5478.000 0.48 5.72 11.95 10.55 0.83 17.16 20.70 31.65
5478.500 0.48 5.72 11.95 10.55 0.83 17.16 20.70 31.66
5479.000 0.48 5.72 11.95 10.56 0.83 17.16 20.70 31.67
5479.500 0.48 5.72 11.95 10.56 0.83 17.16 20.70 31.68
5480.000 0.48 5.72 11.95 10.57 0.83 17.16 20.70 31.70
5480.500 0.48 5.72 11.95 10.57 0.83 17.16 20.70 31.72
5481.000 0.48 5.72 11.95 10.58 0.83 17.17 20.70 31.75
5481.500 0.48 5.73 11.95 10.59 0.83 17.18 20.70 31.77
5482.000 0.48 5.73 11.95 10.60 0.83 17.18 20.70 31.79
5482.500 0.48 5.73 11.95 10.60 0.83 17.19 20.70 31.80
5483.000 0.48 5.73 11.95 10.61 0.83 17.19 20.70 31.82
5483.500 0.48 5.73 11.95 10.61 0.83 17.20 20.70 31.84
5484.000 0.48 5.73 11.95 10.62 0.83 17.20 20.70 31.86
5484.500 0.48 5.73 11.95 10.63 0.83 17.20 20.70 31.88
5485.000 0.48 5.74 11.95 10.63 0.83 17.21 20.70 31.90
5485.500 0.48 5.73 11.95 10.64 0.83 17.20 20.70 31.92
5486.000 0.48 5.73 11.95 10.64 0.83 17.19 20.70 31.93
5486.500 0.48 5.73 11.95 10.65 0.83 17.18 20.70 31.95
5487.000 0.48 5.72 11.95 10.66 0.83 17.17 20.70 31.97
5487.500 0.48 5.72 11.95 10.66 0.83 17.16 20.70 31.98
5488.000 0.48 5.72 11.95 10.67 0.83 17.15 20.70 32.00
5488.500 0.48 5.71 11.95 10.67 0.83 17.14 20.70 32.02
5489.000 0.48 5.71 11.95 10.68 0.83 17.13 20.70 32.04
5489.500 0.48 5.71 11.95 10.69 0.83 17.12 20.70 32.06
5490.000 0.48 5.71 11.95 10.69 0.83 17.12 20.70 32.08
5490.500 0.48 5.70 11.95 10.70 0.83 17.11 20.71 32.10
5491.000 0.48 5.70 11.95 10.71 0.83 17.11 20.71 32.12
5491.500 0.48 5.70 11.95 10.71 0.83 17.10 20.71 32.14
5492.000 0.48 5.70 11.95 10.72 0.83 17.10 20.71 32.16
5492.500 0.48 5.70 11.96 10.73 0.83 17.10 20.71 32.18
5493.000 0.48 5.70 11.96 10.73 0.83 17.09 20.71 32.20
5493.500 0.48 5.70 11.96 10.74 0.83 17.09 20.71 32.23
5494.000 0.48 5.70 11.96 10.75 0.83 17.09 20.71 32.25
5494.500 0.48 5.69 11.96 10.76 0.82 17.08 20.71 32.27
5495.000 0.48 5.69 11.96 10.76 0.82 17.08 20.71 32.29
5495.500 0.48 5.69 11.96 10.77 0.82 17.08 20.71 32.31
5496.000 0.48 5.69 11.96 10.78 0.82 17.07 20.71 32.33
5496.500 0.48 5.69 11.96 10.78 0.82 17.07 20.71 32.34
5497.000 0.48 5.69 11.96 10.78 0.82 17.07 20.71 32.35
5497.500 0.48 5.69 11.96 10.79 0.82 17.07 20.71 32.36
5498.000 0.48 5.69 11.96 10.79 0.82 17.07 20.71 32.36
5498.500 0.48 5.69 11.96 10.79 0.82 17.07 20.71 32.37
5499.000 0.48 5.69 11.96 10.79 0.82 17.07 20.71 32.37
5499.500 0.48 5.69 11.96 10.79 0.82 17.06 20.71 32.37
5500.000 0.48 5.69 11.96 10.79 0.82 17.06 20.71 32.37
5500.500 0.48 5.68 11.96 10.79 0.82 17.05 20.71 32.37
5501.000 0.47 5.68 11.96 10.79 0.82 17.04 20.71 32.37
5501.500 0.47 5.68 11.96 10.79 0.82 17.03 20.71 32.38
5502.000 0.47 5.67 11.96 10.79 0.82 17.01 20.71 32.38
5502.500 0.47 5.67 11.96 10.80 0.82 17.00 20.71 32.39
5503.000 0.47 5.66 11.96 10.80 0.82 16.99 20.71 32.39
5503.500 0.47 5.66 11.96 10.80 0.82 16.98 20.71 32.39
5504.000 0.47 5.66 11.96 10.80 0.82 16.97 20.71 32.39
5504.500 0.47 5.65 11.96 10.80 0.82 16.95 20.71 32.40
5505.000 0.47 5.65 11.96 10.80 0.82 16.94 20.71 32.40
5505.500 0.47 5.64 11.96 10.80 0.82 16.93 20.71 32.40
5506.000 0.47 5.64 11.96 10.80 0.82 16.92 20.71 32.41
5506.500 0.47 5.64 11.96 10.80 0.82 16.91 20.71 32.41
5507.000 0.47 5.63 11.96 10.81 0.82 16.90 20.71 32.42
5507.500 0.47 5.63 11.96 10.81 0.82 16.89 20.71 32.44
5508.000 0.47 5.63 11.96 10.82 0.82 16.88 20.71 32.45
5508.500 0.47 5.62 11.96 10.82 0.81 16.87 20.71 32.47
5509.000 0.47 5.62 11.96 10.83 0.81 16.86 20.71 32.48
5509.500 0.47 5.62 11.96 10.83 0.81 16.85 20.71 32.49
5510.000 0.47 5.62 11.96 10.84 0.81 16.85 20.71 32.51
5510.500 0.47 5.62 11.96 10.84 0.81 16.85 20.71 32.52
5511.000 0.47 5.62 11.96 10.85 0.81 16.86 20.71 32.54
5511.500 0.47 5.62 11.96 10.85 0.81 16.87 20.71 32.56
5512.000 0.47 5.63 11.96 10.86 0.82 16.88 20.71 32.57
5512.500 0.47 5.63 11.96 10.86 0.82 16.89 20.71 32.59
5513.000 0.47 5.63 11.96 10.87 0.82 16.90 20.71 32.60
5513.500 0.47 5.64 11.96 10.87 0.82 16.91 20.71 32.62
5514.000 0.47 5.64 11.96 10.88 0.82 16.92 20.71 32.63
5514.500 0.47 5.64 11.96 10.88 0.82 16.93 20.71 32.65
5515.000 0.47 5.65 11.96 10.89 0.82 16.94 20.71 32.66
5515.500 0.47 5.65 11.96 10.89 0.82 16.95 20.72 32.68
5516.000 0.47 5.65 11.96 10.90 0.82 16.95 20.72 32.69
5516.500 0.47 5.65 11.96 10.90 0.82 16.95 20.72 32.70
5517.000 0.47 5.65 11.96 10.90 0.82 16.95 20.72 32.71
5517.500 0.47 5.65 11.96 10.91 0.82 16.96 20.72 32.72
5518.000 0.47 5.65 11.96 10.91 0.82 16.96 20.72 32.72
5518.500 0.47 5.65 11.96 10.91 0.82 16.96 20.72 32.73
5519.000 0.47 5.65 11.96 10.91 0.82 16.96 20.72 32.73
5519.500 0.47 5.65 11.96 10.91 0.82 16.96 20.72 32.74
5520.000 0.47 5.65 11.96 10.91 0.82 16.96 20.72 32.74
5520.500 0.47 5.65 11.96 10.92 0.82 16.95 20.72 32.75
5521.000 0.47 5.65 11.96 10.92 0.82 16.95 20.72 32.75
5521.500 0.47 5.65 11.96 10.92 0.82 16.94 20.72 32.76
5522.000 0.47 5.64 11.96 10.92 0.82 16.93 20.72 32.76
5522.500 0.47 5.64 11.96 10.92 0.82 16.92 20.72 32.77
5523.000 0.47 5.64 11.96 10.92 0.82 16.91 20.72 32.77
5523.500 0.47 5.63 11.96 10.93 0.82 16.90 20.72 32.78
5524.000 0.47 5.63 11.96 10.93 0.82 16.89 20.72 32.78
5524.500 0.47 5.63 11.96 10.93 0.81 16.88 20.72 32.79
5525.000 0.47 5.62 11.96 10.93 0.81 16.87 20.72 32.79
5525.500 0.47 5.62 11.96 10.93 0.81 16.86 20.72 32.80
5526.000 0.47 5.62 11.96 10.93 0.81 16.85 20.72 32.80
5526.500 0.47 5.61 11.96 10.94 0.81 16.84 20.72 32.82
5527.000 0.47 5.61 11.96 10.94 0.81 16.84 20.72 32.83
5527.500 0.47 5.61 11.96 10.95 0.81 16.83 20.72 32.85
5528.000 0.47 5.61 11.96 10.96 0.81 16.82 20.72 32.87
5528.500 0.47 5.60 11.96 10.97 0.81 16.81 20.72 32.90
5529.000 0.47 5.60 11.96 10.97 0.81 16.81 20.72 32.92
5529.500 0.47 5.60 11.96 10.98 0.81 16.80 20.72 32.95
5530.000 0.47 5.60 11.96 10.99 0.81 16.80 20.72 32.97
5530.500 0.47 5.60 11.96 11.00 0.81 16.79 20.72 32.99
5531.000 0.47 5.60 11.96 11.00 0.81 16.80 20.72 33.01
5531.500 0.47 5.60 11.96 11.01 0.81 16.80 20.72 33.04
5532.000 0.47 5.60 11.96 11.02 0.81 16.80 20.72 33.06
5532.500 0.47 5.60 11.96 11.03 0.81 16.81 20.72 33.08
5533.000 0.47 5.60 11.96 11.04 0.81 16.81 20.72 33.11
5533.500 0.47 5.60 11.96 11.04 0.81 16.81 20.72 33.13
5534.000 0.47 5.61 11.96 11.05 0.81 16.82 20.72 33.16
5534.500 0.47 5.61 11.97 11.06 0.81 16.82 20.72 33.18
5535.000 0.47 5.61 11.97 11.07 0.81 16.82 20.72 33.20
5535.500 0.47 5.61 11.97 11.07 0.81 16.82 20.73 33.22
5536.000 0.47 5.60 11.97 11.08 0.81 16.81 20.73 33.25
5536.500 0.47 5.60 11.97 11.09 0.81 16.81 20.73 33.27
5537.000 0.47 5.60 11.97 11.10 0.81 16.80 20.73 33.29
5537.500 0.47 5.60 11.97 11.10 0.81 16.80 20.73 33.30
5538.000 0.47 5.60 11.97 11.11 0.81 16.79 20.73 33.32
5538.500 0.47 5.60 11.97 11.11 0.81 16.79 20.73 33.34
5539.000 0.47 5.59 11.97 11.12 0.81 16.78 20.73 33.36
5539.500 0.47 5.59 11.97 11.12 0.81 16.78 20.73 33.37
5540.000 0.47 5.59 11.97 11.13 0.81 16.78 20.73 33.39
5540.500 0.47 5.59 11.97 11.14 0.81 16.77 20.73 33.41
5541.000 0.47 5.59 11.97 11.14 0.81 16.77 20.73 33.42
5541.500 0.47 5.59 11.97 11.15 0.81 16.77 20.73 33.44
5542.000 0.47 5.59 11.97 11.15 0.81 16.77 20.73 33.46
5542.500 0.47 5.59 11.97 11.16 0.81 16.77 20.73 33.48
5543.000 0.47 5.59 11.97 11.16 0.81 16.77 20.73 33.49
5543.500 0.47 5.59 11.97 11.17 0.81 16.76 20.73 33.51
5544.000 0.47 5.59 11.97 11.18 0.81 16.76 20.73 33.53
5544.500 0.47 5.59 11.97 11.19 0.81 16.76 20.73 33.57
5545.000 0.47 5.59 11.97 11.28 0.81 16.77 20.74 33.83
5545.500 0.47 5.59 11.98 11.52 0.81 16.78 20.76 34.55
5546.000 0.47 5.60 12.00 11.84 0.81 16.79 20.78 35.51
5546.500 0.47 5.60 12.01 12.08 0.81 16.80 20.80 36.25
5547.000 0.47 5.61 12.00 11.81 0.81 16.82 20.78 35.44
5547.500 0.47 5.61 11.98 11.50 0.81 16.83 20.76 34.49
5548.000 0.47 5.62 11.98 11.30 0.81 16.85 20.74 33.89
5548.500 0.47 5.62 11.97 11.25 0.81 16.86 20.74 33.76
5549.000 0.47 5.63 11.98 11.34 0.81 16.88 20.75 34.03
5549.500 0.47 5.63 12.01 12.15 0.81 16.89 20.81 36.46
5550.000 0.47 5.63 12.11 14.53 0.81 16.90 20.98 43.58
5550.500 0.46 5.64 12.22 17.12 0.80 16.91 21.16 51.36
5551.000 0.46 5.64 12.27 18.33 0.80 16.91 21.25 54.99
5551.500 0.46 5.64 12.17 16.01 0.80 16.92 21.08 48.04
5552.000 0.47 5.64 12.05 13.17 0.81 16.92 20.88 39.51
5552.500 0.47 5.64 12.00 11.79 0.81 16.93 20.78 35.37
5553.000 0.47 5.64 11.98 11.32 0.82 16.93 20.75 33.96
5553.500 0.47 5.65 11.98 11.26 0.82 16.94 20.74 33.77
5554.000 0.47 5.65 11.98 11.26 0.82 16.94 20.74 33.78
5554.500 0.47 5.65 11.98 11.26 0.82 16.95 20.74 33.79
5555.000 0.47 5.65 11.98 11.27 0.82 16.95 20.74 33.80
5555.500 0.47 5.65 11.98 11.27 0.82 16.95 20.74 33.81
5556.000 0.47 5.65 11.98 11.27 0.82 16.94 20.74 33.81
5556.500 0.47 5.65 11.98 11.27 0.82 16.94 20.74 33.82
5557.000 0.47 5.65 11.98 11.27 0.82 16.94 20.74 33.81
5557.500 0.47 5.64 11.98 11.27 0.82 16.93 20.74 33.80
5558.000 0.47 5.64 11.98 11.26 0.82 16.93 20.74 33.79
5558.500 0.47 5.64 11.98 11.26 0.82 16.92 20.74 33.78
5559.000 0.47 5.64 11.97 11.26 0.82 16.92 20.74 33.77
5559.500 0.47 5.64 11.97 11.25 0.82 16.91 20.74 33.76
5560.000 0.47 5.64 11.97 11.25 0.82 16.91 20.74 33.75
5560.500 0.47 5.63 11.97 11.24 0.81 16.90 20.74 33.73
5561.000 0.47 5.63 11.97 11.24 0.81 16.89 20.74 33.72
5561.500 0.47 5.62 11.97 11.24 0.81 16.87 20.74 33.71
5562.000 0.47 5.62 11.97 11.23 0.81 16.86 20.74 33.69
5562.500 0.47 5.62 11.97 11.23 0.81 16.85 20.74 33.68
5563.000 0.47 5.61 11.97 11.22 0.81 16.84 20.74 33.67
5563.500 0.47 5.61 11.97 11.22 0.81 16.82 20.74 33.66
5564.000 0.47 5.60 11.97 11.22 0.81 16.81 20.74 33.65
